epoch,train_loss,val_loss,acc,precision,recall,f1,auc
1,0.5844653695128684,0.5515949106663466,0.7272272272272272,0.651928504233302,0.7983870967741935,0.7177628171931641,0.8203059367480936
2,0.534269971029703,0.5788372079283,0.7034534534534534,0.6215262461402735,0.8116359447004609,0.7039720209842618,0.8121644457811672
3,0.511746698257535,0.6114531038925052,0.7112112112112112,0.628080985915493,0.8220046082949308,0.7120758483033932,0.8157228752905672
4,0.4961796700954437,0.5433773647397756,0.7522522522522522,0.7124145785876993,0.7206221198156681,0.7164948453608248,0.8218237684025936
5,0.4790552279561065,0.5523318783417344,0.7147147147147147,0.6325622775800712,0.8191244239631337,0.713855421686747,0.8223949624811386
6,0.45772571932437806,0.5278098503947258,0.7432432432432432,0.7431506849315068,0.625,0.6789737171464331,0.8246473685820317
7,0.4258423004871191,0.5253054024130106,0.765015015015015,0.7379104477611941,0.7119815668202765,0.7247141600703606,0.8350234238000082
8,0.3840821720139925,0.6057808170579374,0.7317317317317318,0.659462055715658,0.7908986175115207,0.7192247249869042,0.8212482413033726
9,0.3245444220061912,0.695206524072215,0.7214714714714715,0.6440129449838188,0.8024193548387096,0.7145421903052065,0.803054269809551
10,0.2574298911351104,0.7221729921464576,0.73998998998999,0.6860651361452216,0.7402073732718893,0.7121086173455251,0.8111577831246686
