epoch,train_loss,val_loss,acc,precision,recall,f1,auc
1,0.4849227717683892,0.6163995553852638,0.7375766546838655,0.7258330583965688,0.842911877394636,0.7800035454706612,0.7969759103459124
2,0.40859645014254065,0.5448092895975286,0.7477267921336435,0.745410460685833,0.8245210727969349,0.7829725304711661,0.8204826248194135
3,0.36164711448350384,0.6592544486771363,0.7445548741805879,0.7402330363262508,0.8275862068965517,0.7814761215629522,0.8109913228064276
4,0.3189388852642507,0.6061231036028648,0.7386339606682174,0.7388734353268428,0.814176245210728,0.7746992344148742,0.7995391088473381
5,0.28569774310112694,0.6495576356789349,0.7348276591245506,0.7342778161713891,0.814176245210728,0.7721656976744186,0.7941335372898731
6,0.2499375713860618,0.7478087502783416,0.7208712201311059,0.7388888888888889,0.764367816091954,0.751412429378531,0.781037827790525
7,0.2155429775563256,0.7804739732871255,0.7272150560372171,0.7151238591916558,0.8406130268199233,0.7728073265234238,0.7936229226899842
8,0.19163278513474877,0.8220860794613514,0.7358849651089026,0.737521815008726,0.8095785440613027,0.7718721461187215,0.8016488295100523
9,0.16122951615236128,0.8412883101649444,0.7356735039120321,0.7327173169062287,0.8203065134099616,0.7740419378163413,0.8084566926855905
10,0.14028047117068856,1.105985014937134,0.7318672023683654,0.7223326706428098,0.8352490421455939,0.7746979388770433,0.7990973838234257
