epoch,train_loss,val_loss,acc,precision,recall,f1,auc
1,0.5754497466669526,0.5494753235135691,0.7267018337101231,0.7663071391884951,0.7021176470588235,0.7328094302554028,0.7977903144016227
2,0.5262828525277071,0.5287249453485491,0.7435317759356945,0.7546125461254612,0.7698823529411765,0.762170976007454,0.8149721095334685
3,0.49683635510677515,0.5376241123939614,0.7176588796784727,0.6911034746086292,0.851764705882353,0.7630691399662732,0.8159812373225153
4,0.47987589973349903,0.6361984324203916,0.7035920622959055,0.8082191780821918,0.5830588235294117,0.6774193548387096,0.7877543103448277
5,0.46045931111934574,0.8758802205486874,0.669429791509671,0.8614834673815907,0.4536470588235294,0.594327990135635,0.7628549695740365
6,0.43890554081561955,0.5378746326683636,0.7488068324541572,0.7695256348826066,0.7557647058823529,0.7625830959164293,0.8182009381338742
7,0.4010405395890391,0.6206994316424711,0.7239387088671189,0.7895033860045146,0.6583529411764706,0.7179881960482423,0.8005638945233267
8,0.35549396638953407,0.6142007263609205,0.6978146194423511,0.7423764458464774,0.6644705882352941,0.7012664514526943,0.7688118661257606
9,0.2930933163193769,0.6684256537881003,0.7078623461441849,0.7513061650992685,0.6767058823529412,0.7120574399603863,0.7769414300202839
10,0.22976310945874037,0.8144767736149044,0.7133885958301934,0.7303370786516854,0.7341176470588235,0.7322224829852148,0.7840949543610547
