epoch,train_loss,val_loss,acc,precision,recall,f1,auc
1,0.6140436178246557,0.6204365390661163,0.6721929163526752,0.8115501519756839,0.5025882352941177,0.6207497820401047,0.7843895791075051
2,0.5346512478516372,0.5206635174753602,0.7518211504647073,0.7774524158125915,0.7496470588235294,0.7632965979875419,0.821008874239351
3,0.5085145452757215,0.52958058314571,0.7370007535795027,0.7994444444444444,0.6771764705882353,0.7332484076433121,0.8235697261663286
4,0.49022538521868547,0.5472109850247202,0.7226827430293896,0.8051404662283324,0.6338823529411765,0.7093206951026856,0.8182543103448277
5,0.4713937476517763,0.5578249084114437,0.73172569706104,0.6980142375421506,0.8767058823529412,0.7772215269086358,0.8170974898580122
6,0.4560245096253578,0.540581888768547,0.7359959809093193,0.7817418677859391,0.7011764705882353,0.7392706524435624,0.8114376267748479
7,0.43954812150091194,0.5390596760856479,0.7249434815373021,0.7651905252317199,0.6992941176470588,0.7307597737890337,0.8076878803245435
8,0.4221960909399312,0.5372244364992234,0.7405174579251445,0.7299915754001685,0.8155294117647058,0.7703934207601689,0.8173767748478702
9,0.4005492626483617,0.560560943172905,0.7277066063803065,0.7279894875164258,0.7821176470588236,0.7540834845735027,0.7987325050709939
10,0.3773951472915427,0.6071977578257906,0.7153981411705601,0.7743362831858407,0.6588235294117647,0.7119247393846936,0.799272439148073
