loss,acc,precision,recall,f1,auc,fold
0.5452124206835486,0.7467972871137905,0.7683805862566074,0.7524705882352941,0.760342368045649,0.8130230730223124,1
0.5144890484123213,0.758722774370903,0.7927461139896373,0.7620689655172413,0.777104903301426,0.8255571286246133,2
0.5560367658583667,0.7376408369740171,0.7403666292555181,0.8157460840890355,0.7762306334575407,0.8068016620087721,3
0.533772960709509,0.7409112942317014,0.8033622007131941,0.697787610619469,0.7468624200805115,0.8217778078137894,4
0.5253054024130106,0.765015015015015,0.7379104477611941,0.7119815668202765,0.7247141600703606,0.8350234238000082,5
