epoch,train_loss,val_loss,acc,precision,recall,f1,auc
1,0.5723070624946641,0.5499946903985213,0.7229248103012187,0.7486761710794297,0.7576257213520198,0.7531243597623438,0.7889595468402413
2,0.5172015670332846,0.5991798476863872,0.6999310186249713,0.7762444553967471,0.6492168178070898,0.7070707070707071,0.7682000849695982
3,0.49248724504455416,0.5675771813839674,0.7174063002989193,0.8164992067689053,0.6364385820280297,0.7153115589529766,0.807676222959883
4,0.481356879462534,0.5508311316370964,0.7309726373879053,0.7674616695059625,0.7427864798021434,0.7549224968579807,0.8006931324243901
5,0.46007626401720847,0.5635790482149733,0.7355713957231548,0.774526678141136,0.7419620774938169,0.7578947368421053,0.8029321585064557
6,0.43930298442679666,0.5569350563318414,0.7229248103012187,0.7468661544682572,0.7613355317394889,0.754031434986732,0.794374536729202
7,0.4043719926742773,0.5560367658583667,0.7376408369740171,0.7403666292555181,0.8157460840890355,0.7762306334575407,0.8068016620087721
8,0.36622318017080485,0.6807434269884491,0.7013106461255461,0.783308195072901,0.642209398186315,0.7057757644394111,0.7694258635967862
9,0.30990760739779405,0.6193852283827522,0.7125776040469073,0.740392477514309,0.7464962901896125,0.743431855500821,0.7781640779233807
10,0.24528985616340243,0.7558163280756323,0.7059094044607955,0.763435920992191,0.685078318219291,0.7221377362589615,0.7788318952378871
