loss,acc,precision,recall,f1,auc,fold
0.5522582369578822,0.7618688771665411,0.7844369260512325,0.7637647058823529,0.7739628040057225,0.8403569979716025,1
0.5448092895975286,0.7477267921336435,0.745410460685833,0.8245210727969349,0.7829725304711661,0.8204826248194135,2
0.5680572096761727,0.7666130144860888,0.7848203471941865,0.8013190436933223,0.7929838874158678,0.8314807860245159,3
0.5023071044287103,0.7760542898691226,0.7621664050235479,0.8592920353982301,0.8078202995008319,0.8458687837312314,4
0.4789809950236231,0.7985485485485485,0.7889509621353197,0.7321428571428571,0.759486106961458,0.8746002151217325,5
