epoch,train_loss,val_loss,acc,precision,recall,f1,auc
1,0.49226348309674584,0.4730624303712632,0.773873000484731,0.8131193959414819,0.7623893805309735,0.786937656999315,0.853687434197422
2,0.41275218668731023,0.5132589859097416,0.7605428986912264,0.8238289205702648,0.715929203539823,0.7660984848484849,0.8580794895142703
3,0.36017319910214274,0.5023071044287103,0.7760542898691226,0.7621664050235479,0.8592920353982301,0.8078202995008319,0.8458687837312314
4,0.31892698852250995,0.5196722694979475,0.7724188075618031,0.8028427326914259,0.7747787610619469,0.7885611348795316,0.8502353479592902
5,0.2875194723209398,0.55489776759181,0.7491517207949588,0.7923627684964201,0.7345132743362832,0.7623421354764638,0.834754550455757
6,0.2563638064388263,0.5184436728293437,0.7668444013572467,0.7743026204564666,0.8106194690265487,0.7920449632511889,0.8481569349989091
7,0.22633041164664794,0.613310489975017,0.7556955889481338,0.7802148612354521,0.7712389380530974,0.7757009345794392,0.8351714186798698
8,0.19198577851231785,0.6356369941012551,0.752302472127969,0.814852492370295,0.7088495575221239,0.7581637482252721,0.8408120630945944
9,0.17012543571627162,0.6486867109147557,0.7496364517692681,0.7897968823807274,0.7398230088495575,0.7639936029243775,0.8423906135882916
10,0.14710778107352931,0.7827896255363129,0.7421231216674745,0.8032454361054767,0.7008849557522124,0.7485822306238186,0.8373961386335828
