epoch,train_loss,val_loss,acc,precision,recall,f1,auc
1,0.5998130857891593,0.6361905710277116,0.6925730052885721,0.7990115321252059,0.5997526793075021,0.6851895455615729,0.7860713521698328
2,0.5231523721376186,0.6837789737338993,0.631409519429754,0.804138950480414,0.44847485572959606,0.5758137073299815,0.7625938920491692
3,0.49442930140755204,0.6098805561781615,0.6790066681995861,0.6549338146811071,0.8973619126133553,0.7572173913043478,0.7673457803934581
4,0.4721503601285112,0.5955328320506318,0.7003908944584962,0.6836768073274452,0.8615004122011541,0.7623563742476747,0.7633760667821602
5,0.4550765194406046,0.6588820095242526,0.6941825707059094,0.6581073283323716,0.9402308326463314,0.7742701968771215,0.7984747914236439
6,0.4352359628058508,0.5618658832205866,0.7486778569786158,0.7456690011057869,0.8338829348722177,0.7873127067522865,0.8032097458671636
7,0.4159523764746476,0.5779070838136149,0.7298229478040928,0.73648393194707,0.8029678483099753,0.7682902780516664,0.7944594205862217
8,0.3942447995180826,0.5550483284265488,0.7277535065532307,0.7656116338751069,0.7378400659521847,0.7514693534844669,0.793541560293904
9,0.3652283823768964,0.6315351013898122,0.724994251552081,0.6992871030460143,0.8895300906842539,0.7830188679245284,0.7988053240184018
10,0.3377862811912322,0.5915692970589413,0.7088985973787078,0.7361563517915309,0.7452596867271228,0.7406800491601803,0.7737559048940688
