epoch,train_loss,val_loss,acc,precision,recall,f1,auc
1,0.5736704284209919,0.5648579530331285,0.7118274357731459,0.6914551304969611,0.8557522123893805,0.7648803638520862,0.8105097980631515
2,0.5238928044770493,0.5478390339733095,0.7268540959767329,0.7455570004334634,0.7610619469026548,0.7532296912634114,0.7998312845611739
3,0.5021475740126553,0.5440758080907571,0.7203102278235579,0.7804259634888439,0.6809734513274336,0.7273156899810964,0.8069393857477545
4,0.4883471503294655,0.5552307676610558,0.7220067862336403,0.7980717728976968,0.6592920353982301,0.7220741458686697,0.8034495964108548
5,0.4687926011058671,0.533772960709509,0.7409112942317014,0.8033622007131941,0.697787610619469,0.7468624200805115,0.8217778078137894
6,0.44040717553577996,0.6062847424385159,0.711100339311682,0.7110671936758893,0.7960176991150443,0.7511482254697286,0.7690783607925713
7,0.4088824725592785,0.5337494056123172,0.7399418322830829,0.7557087462300732,0.7761061946902655,0.7657716655752019,0.8146941306471653
8,0.35577818158643554,0.6400084443563638,0.7108579738245274,0.7477937761263354,0.7123893805309734,0.7296623612055291,0.7746041174629372
9,0.2992234519328118,0.6835917413971105,0.7195831313620941,0.7272352698805109,0.7809734513274337,0.753147002346917,0.7783191768868147
10,0.23420732790223317,0.7832605446338683,0.7215220552593311,0.7809812847749115,0.6831858407079646,0.7288175595940524,0.8022470098360034
