epoch,train_loss,val_loss,acc,precision,recall,f1,auc
1,0.5967914106126412,0.5648713646070681,0.7075491647282723,0.7243144424131627,0.7590038314176245,0.7412535079513564,0.7782310748039539
2,0.521445165213932,0.6072946568986944,0.7018397124127722,0.7890173410404624,0.6275862068965518,0.6991037131882202,0.7818664012338647
3,0.4972522382085761,0.5414396255259376,0.7373651934869951,0.7548435171385991,0.7762452107279694,0.7653947865508123,0.799497702776738
4,0.4785415463388662,0.5645340304048417,0.7210826813279764,0.7491316094172135,0.7436781609195402,0.7463949240530667,0.7864088641537341
5,0.4597582042416743,0.5731360375372216,0.7206597589342356,0.7554498612762585,0.7302681992337164,0.7426456263393727,0.7915466523463139
6,0.4397302796008324,0.5741566213620649,0.7276379784309579,0.7511398176291794,0.7574712643678161,0.7542922548645555,0.7943443647061164
7,0.4169340071298043,0.5873130949314518,0.7111440050750687,0.7602510460251046,0.696168582375479,0.7268,0.7841743828416137
8,0.39358688675131176,0.5930322420099247,0.7160076126030873,0.7667368421052632,0.6977011494252874,0.730591775325978,0.7902999499149278
9,0.36453206817723777,0.6559018751287372,0.7126242334531614,0.7084305231589471,0.8145593869731801,0.7577971841026555,0.7781463641311325
10,0.3326402847059766,0.6695997410040095,0.7102981602875872,0.7481985588470776,0.7160919540229885,0.7317932654659358,0.7792958798247565
